feature,best_lag,f_statistic,p_value,is_significant,significance_level,data_points,branch_id,heating_season,season_name,data_length,combination
hour_squared,12,60.42267069769847,2.530088597879292e-140,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
hour,12,58.58679212653235,5.015207289345779e-136,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wind_chill_lag_9h_mean,4,107.71075041267552,2.513189816404682e-89,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_chi_lag_9h_mean,3,138.68505801009005,2.1136734792751253e-87,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wind_chill_lag_12h_mean,3,138.26145118079276,3.8510092068176394e-87,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wind_chill_lag_6h_mean,3,137.85638752930836,6.835094660533673e-87,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_lag_9h_mean,3,135.0974871241998,3.4106845042892644e-85,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_chi_lag_12h_mean,3,134.43320772790975,8.749086911325155e-85,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_chi_lag_6h_mean,3,133.61635464201822,2.7873387499150818e-84,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_lag_6h_mean,3,131.10319718453658,9.871587866887844e-83,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_lag_12h_mean,4,97.25623715589406,9.083621535000061e-81,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_chi_lag_3h_mean,4,95.19620150536907,4.462083579476134e-79,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_lag_24h_mean,7,54.72742188119087,1.1239048928647387e-76,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wind_chill_lag_3h_mean,5,74.60260771278213,1.7747788173261425e-76,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_lag_21h_mean,12,32.82358621023868,9.691700153083893e-75,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_lag_3h_mean,5,71.81667806519901,1.2780430838257692e-73,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_chi_lag_21h_mean,11,34.195029903714406,6.061570676187476e-72,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_chi_lag_24h_mean,12,31.459012738586164,1.891413136755908e-71,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
si_lag_24h_mean,12,31.287692812332903,4.89913565243221e-71,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
si_lag_21h_mean,12,31.246644644436298,6.1540527713093835e-71,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wind_chill_lag_24h_mean,7,50.297969376085305,2.3715261119083482e-70,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wind_chill_lag_21h_mean,12,30.94517953744977,3.2856978096814156e-70,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
si_lag_6h_mean,7,49.188799849019894,9.151446025820701e-69,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_squared,12,29.779616297820926,2.1410109206794272e-67,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta,11,32.030681466498294,3.854867593871319e-67,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_lag_2h,8,42.52574042522393,4.507439594339312e-67,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_lag_1h,10,34.629363494561176,1.0808389576323269e-66,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
si_lag_3h_mean,12,29.29456160237392,3.178908465829716e-66,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_cubed,12,28.90082566781585,2.8418286901829086e-65,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_chi_lag_15h_mean,4,77.43262604386058,1.9941901727903244e-64,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_lag_3h,7,45.67464894525528,9.883185311521006e-64,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_chi_lag_18h_mean,12,28.19551048883673,1.4396173287635846e-63,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wind_chill_lag_15h_mean,4,74.81350471240697,2.9494085155846065e-62,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_chi,8,39.34422919707618,7.04257761813549e-62,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
si_lag_12h_mean,12,27.217810704968915,3.3281142412213196e-61,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
si_lag_9h_mean,6,50.44350857947081,4.2583234647588396e-61,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wind_chill,11,28.86123462407718,4.2804793627195634e-60,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
si,12,25.982614203672842,3.236880902224513e-58,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_lag_18h_mean,12,25.96864960784862,3.498762204660183e-58,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
DCI,11,27.329488231504023,1.0972153596031605e-56,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
si_lag_18h_mean,12,24.099425719419038,1.1685032774299663e-53,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_diff_6h,12,24.09533490203493,1.195451227087859e-53,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wind_chill_lag_18h_mean,12,23.792682148576468,6.458357719873752e-53,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_lag_15h_mean,4,62.313344356565366,7.240605067954632e-52,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
HDD_20,12,23.123682659536012,2.688603613429299e-51,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
si_lag_15h_mean,12,22.972035359296424,6.260540221839096e-51,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
HDD_18,12,22.259783744702375,3.3165076713011533e-49,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
month_sin,3,72.84934445540301,2.011897436082347e-46,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
day_of_year_sin,3,69.64513765422254,2.1011079820457192e-44,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wind_chill_fourier_sin_2,3,69.3330728652926,3.3050845796354753e-44,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
hm_fourier_sin_2,3,69.3330728652926,3.3050845796354753e-44,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ws_fourier_sin_2,3,69.3330728652926,3.3050845796354753e-44,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_fourier_sin_2,3,69.3330728652926,3.3050845796354753e-44,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
hm_ta_interaction,3,64.36682754322663,4.4950953431704926e-41,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_humidity_interaction,3,64.36682754322663,4.4950953431704926e-41,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
hour_cos,12,18.433652355944556,5.95097503613614e-40,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
hour_sin,12,18.433652355944368,5.9509750361432435e-40,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
day_of_year,3,60.18888698764078,1.9622505670130793e-38,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
hm_lag_3h_mean,12,16.49449543080566,2.8530251276051357e-35,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
month,3,54.78923148809052,5.126121056557498e-35,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
hm_lag_24h_mean,12,16.062879992111522,3.1278003851587863e-34,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
hm_lag_21h_mean,12,15.3251164963538,1.8662133822105047e-32,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
hm_lag_6h_mean,11,15.898307474871531,2.943775423930612e-31,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
hm_lag_12h_mean,12,14.747638817040716,4.5606768088315475e-31,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
hm_lag_9h_mean,7,21.329755985230243,1.14420873373322e-28,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
hm_lag_18h_mean,12,13.629121731796555,2.197696211945403e-28,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
hm,12,12.241087730025598,4.553675820620588e-25,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_diff_12h,11,12.685744444412084,3.588258148102858e-24,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wind_temp_interaction,12,11.274087029916709,9.07280481584511e-23,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
hm_lag_15h_mean,9,14.047115432736696,1.0428800256475687e-22,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ws_lag_24h_mean,9,10.187380448721857,9.522820161463551e-16,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ws_lag_21h_mean,12,7.879550152627183,8.217934818509878e-15,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
dayofweek_cos,11,7.367147618045308,1.1085424483064889e-12,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ws_lag_18h_mean,12,6.602557479412969,6.811737753874127e-12,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ws,11,6.688422568368045,2.932872388413011e-11,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ws_lag_15h_mean,11,6.5759421105940765,5.028782190865421e-11,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ws_lag_3h_mean,11,6.394698083231364,1.1960396191659502e-10,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
month_day_interaction,3,13.59733428134367,7.638658300747005e-09,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ws_lag_12h_mean,12,5.146565150801033,1.1803083647418646e-08,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
month_cos,8,6.254351940211369,4.3000863233584875e-08,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
rn_day,9,5.751187092830401,5.372573284000238e-08,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
day_of_year_cos,9,5.615827778948985,9.087023113586398e-08,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
daily_temp_range,2,14.338136441364991,6.097667578321743e-07,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ws_lag_9h_mean,12,4.037859158260734,2.741091442944781e-06,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ws_fourier_cos_2,7,4.702200149494249,2.8200851712128448e-05,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
hm_fourier_cos_2,7,4.702200149494249,2.8200851712128448e-05,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wind_chill_fourier_cos_2,7,4.702200149494249,2.8200851712128448e-05,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_fourier_cos_2,7,4.702200149494249,2.8200851712128448e-05,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wind_chill_fourier_cos_3,6,4.732143711795339,8.087125381020403e-05,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
hm_fourier_cos_3,6,4.732143711795339,8.087125381020403e-05,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_fourier_cos_3,6,4.732143711795339,8.087125381020403e-05,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ws_fourier_cos_3,6,4.732143711795339,8.087125381020403e-05,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wind_chill_fourier_cos_1,6,4.460950400310498,0.0001630864082328181,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
hm_fourier_cos_1,6,4.460950400310498,0.0001630864082328181,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ws_fourier_cos_1,6,4.460950400310498,0.0001630864082328181,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_fourier_cos_1,6,4.460950400310498,0.0001630864082328181,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
dayofweek,3,6.271333684981308,0.00030196748388453204,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
rn_hr1_lag_3h_mean,4,4.979089107764712,0.0005245053490293809,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_fourier_sin_3,7,3.5297861199094798,0.000866177108267764,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
hm_fourier_sin_3,7,3.5297861199094798,0.000866177108267764,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ws_fourier_sin_3,7,3.5297861199094798,0.000866177108267764,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wind_chill_fourier_sin_3,7,3.5297861199094798,0.000866177108267764,True,***,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ws_lag_6h_mean,11,2.7521132253649543,0.0014583489462391395,True,**,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ws_fourier_sin_1,8,3.022184632785156,0.0021648165007803746,True,**,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wind_chill_fourier_sin_1,8,3.022184632785156,0.0021648165007803746,True,**,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_fourier_sin_1,8,3.022184632785156,0.0021648165007803746,True,**,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
hm_fourier_sin_1,8,3.022184632785156,0.0021648165007803746,True,**,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
rn_hr1,9,2.692110235061318,0.003995289220787092,True,**,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
rn_hr1_lag_6h_mean,7,2.8009981856342074,0.00653318850525238,True,**,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
daily_temp_range_diff,2,4.74871897619101,0.0086894284100508,True,**,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wd_lag_21h_mean,1,6.524605225871739,0.010659228923168357,True,*,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wd_lag_18h_mean,1,6.2740159394126245,0.012273616948620702,True,*,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wd_lag_15h_mean,5,2.593343377666441,0.023776410285580533,True,*,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wd_lag_12h_mean,8,1.710702219165023,0.090541404343767,False,,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wd,1,2.7030078941023454,0.10020194869611801,False,,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wd_lag_6h_mean,1,2.2259526881389187,0.1357519010804101,False,,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
rn_hr1_lag_9h_mean,1,2.028363556793463,0.15442927522915212,False,,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
dayofweek_sin,11,1.3024609920247634,0.21569259337330618,False,,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wd_lag_9h_mean,10,1.2363526213869243,0.2616951524405616,False,,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wd_lag_3h_mean,1,1.1248795142192287,0.2889050864413138,False,,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
rn_hr1_lag_15h_mean,2,1.2165976603202184,0.2962961042101565,False,,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
rn_hr1_lag_12h_mean,2,1.209035034315776,0.29854462912755436,False,,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
rn_hr1_lag_24h_mean,4,1.0940518619137636,0.3575664208392452,False,,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
wd_lag_24h_mean,1,0.8296687545275337,0.36239824083060934,False,,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
rn_hr1_lag_21h_mean,11,1.0698989309397835,0.3814357172333905,False,,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
ta_diff_24h,9,0.8327954231647342,0.5857347807153064,False,,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
rn_hr1_lag_18h_mean,10,0.7027543177676518,0.7227980269627223,False,,7344,A,0,비난방기 (5-9월),7344,Branch_A_Season_0
si_lag_6h_mean,3,280.46191496549886,3.6594243386434264e-170,True,***,5897,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
si_lag_3h_mean,4,206.59178392392934,4.4088562611029994e-166,True,***,5900,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_lag_6h_mean,2,343.14100600918636,1.0893818369595675e-141,True,***,5897,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_diff_6h,4,171.33672902881432,5.189412547470119e-139,True,***,5897,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
si,5,135.4356086908239,2.599381717226072e-136,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
wind_chill_lag_6h_mean,2,314.3333767498653,1.958560797657021e-130,True,***,5897,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_chi_lag_6h_mean,2,310.68188785215165,5.316472432253192e-129,True,***,5897,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
si_lag_24h_mean,7,92.73095815949462,9.340970838502394e-129,True,***,5879,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
HDD_18,11,57.19372920937975,3.577106136439693e-121,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
HDD_20,2,283.3206650464194,3.2703750563399e-118,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
si_lag_21h_mean,6,97.42942257920357,3.5405169524649416e-117,True,***,5882,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_lag_9h_mean,3,186.79439495204238,1.0536229122855807e-115,True,***,5894,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
wind_chill_lag_9h_mean,3,185.93591548877123,3.407972887355067e-115,True,***,5894,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta,2,273.4877171558954,2.6091926901999167e-114,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_lag_21h_mean,3,183.23424664420492,1.4069113294418474e-113,True,***,5882,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_lag_18h_mean,2,264.27749819383297,1.247851318600794e-110,True,***,5885,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
wind_chill_lag_18h_mean,2,261.5166320131309,1.5730538830112932e-109,True,***,5885,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_chi_lag_18h_mean,2,249.88546454025283,6.979026481289154e-105,True,***,5885,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_chi_lag_9h_mean,3,165.94040952569566,2.908232544256161e-103,True,***,5894,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
si_lag_9h_mean,3,165.376332125159,6.33569614682963e-103,True,***,5894,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
wind_chill_lag_21h_mean,3,164.36372337418706,2.613796061440802e-102,True,***,5882,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
wind_chill,3,163.29721689069297,1.1038999668177733e-101,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
DCI,11,46.54531947468528,2.3437491141161163e-98,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_chi_lag_21h_mean,3,156.53228702079736,1.326565803637822e-97,True,***,5882,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_chi,11,44.00630121913046,7.2388953681443415e-93,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
si_lag_18h_mean,12,36.32988191309315,1.4599592892225666e-82,True,***,5885,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_lag_1h,9,46.2552263826413,4.119849068917274e-81,True,***,5902,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
si_lag_12h_mean,3,129.29242134718552,4.1521340447919226e-81,True,***,5891,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_lag_3h_mean,4,94.30751750672336,7.146041245375173e-78,True,***,5900,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_lag_2h,7,55.50789759897934,2.714404626188508e-77,True,***,5901,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
si_lag_15h_mean,12,34.04195158235651,3.910746566368389e-77,True,***,5888,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_chi_lag_15h_mean,3,117.19742529787445,1.0292901498877924e-73,True,***,5888,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
wind_chill_lag_15h_mean,3,116.5372650464066,2.613579242666994e-73,True,***,5888,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_lag_15h_mean,3,115.47416762320506,1.1727430669798521e-72,True,***,5888,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_lag_3h,6,59.30333013337012,1.3663048003899591e-71,True,***,5900,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
hm_ta_interaction,2,165.1543534955751,1.6273488400630806e-70,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_humidity_interaction,2,165.1543534955751,1.6273488400630806e-70,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
wind_chill_lag_12h_mean,2,157.1511853790252,3.239828629618941e-67,True,***,5891,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_diff_12h,11,31.681661393298384,5.715152783414877e-66,True,***,5891,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_chi_lag_3h_mean,3,103.8883405111037,1.554589871347992e-65,True,***,5900,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
wind_chill_lag_3h_mean,4,76.98686204793309,9.740955364495194e-64,True,***,5900,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
day_of_year_cos,2,147.57835601725463,2.8852135184910434e-63,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
hour,11,29.856908637253852,5.821793064477886e-62,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_fourier_cos_2,2,143.35732331869605,1.611187319266222e-61,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
hm_fourier_cos_2,2,143.35732331869605,1.611187319266222e-61,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
wind_chill_fourier_cos_2,2,143.35732331869605,1.611187319266222e-61,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ws_fourier_cos_2,2,143.35732331869605,1.611187319266222e-61,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_lag_12h_mean,4,71.79059002280603,1.8127799637914318e-59,True,***,5891,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
month_sin,2,135.06001033440256,4.447716100278633e-58,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
day_of_year_sin,2,133.80568068013486,1.4761402698237333e-57,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
hour_squared,11,27.803116513864104,1.9411011970225037e-57,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
hm_lag_3h_mean,5,56.2035750497037,2.90121068852479e-57,True,***,5900,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_lag_24h_mean,8,35.45264923316959,3.0430433485744798e-55,True,***,5879,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_fourier_sin_2,2,121.89738982553052,1.3361972557994236e-52,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ws_fourier_sin_2,2,121.89738982553052,1.3361972557994236e-52,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
hm_fourier_sin_2,2,121.89738982553052,1.3361972557994236e-52,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
wind_chill_fourier_sin_2,2,121.89738982553052,1.3361972557994236e-52,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_chi_lag_12h_mean,2,121.04570792707104,3.042281677422255e-52,True,***,5891,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
hm_lag_6h_mean,5,50.803919680437765,1.0194021404005485e-51,True,***,5897,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
hm_lag_24h_mean,3,73.35330504332934,1.4318937076646567e-46,True,***,5879,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
wind_chill_lag_24h_mean,9,25.588706013478983,1.1349613715103894e-43,True,***,5879,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
hm_lag_21h_mean,3,68.65936374134868,1.2374832070966353e-43,True,***,5882,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
hm,3,65.51170944236605,1.1559494499942683e-41,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_chi_lag_24h_mean,8,25.395152778118234,6.981647421015451e-39,True,***,5879,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
hm_lag_15h_mean,11,18.10592762869917,5.0180295354122744e-36,True,***,5888,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
wind_temp_interaction,10,18.994905220647816,7.962329295756133e-35,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
hm_lag_18h_mean,11,17.304285568068693,2.9463031261366668e-34,True,***,5885,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
hm_lag_12h_mean,3,51.61749762400784,6.35880313015686e-33,True,***,5891,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
hour_cos,10,16.51627159921428,7.79443157220563e-30,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
hour_sin,10,16.51627159921383,7.79443157222302e-30,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ws_lag_3h_mean,1,123.6697303821077,1.905797277379874e-28,True,***,5900,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
hm_lag_9h_mean,11,13.692686593284934,2.583585064212877e-26,True,***,5894,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
month_cos,2,54.2281065303393,4.6027879824569656e-24,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_diff_24h,11,11.086394070425664,1.2583383009565856e-20,True,***,5879,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
month,4,24.472681983106185,4.06900088421991e-20,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
ta_cubed,3,28.982397850392235,1.3518782345545225e-18,True,***,5903,A,1,난방상승기 (10-1월),5903,Branch_A_Season_1
