feature,best_lag,f_statistic,p_value,is_significant,significance_level,data_points,branch_id,heating_season,season_name,data_length,combination
wind_temp_interaction,3,35.52729010847285,9.523713903553384e-23,True,***,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
wd_lag_9h_mean,10,11.947718325949321,1.0900929073930726e-20,True,***,5894,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
month,2,36.13025488596233,2.536328653902881e-16,True,***,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
ta_squared,2,35.84500490396552,3.3619710376928104e-16,True,***,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
dayofweek_cos,11,8.99981698894419,3.9680591581814503e-16,True,***,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
day_of_year,2,33.68079257804526,2.8545999914021595e-15,True,***,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
dayofweek,11,2.266231199683368,0.009445389070167938,True,**,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
rn_hr1_lag_3h_mean,1,5.864279170306652,0.015481159931955629,True,*,5900,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
rn_hr1_lag_24h_mean,2,3.765656986406619,0.023208326362709378,True,*,5879,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
ta_diff_24h,1,4.1994080931453395,0.04048240913045683,True,*,5879,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
rn_day,3,2.4785204132108145,0.0593447581359587,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
rn_hr1_lag_15h_mean,2,2.325132391728999,0.09786037083397844,False,,5888,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
daily_temp_range,1,2.5791833391304055,0.10833103707499024,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
rn_hr1,3,1.9354098772303852,0.12155254017659324,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
ta_fourier_cos_1,2,1.9563524179217526,0.141464911565145,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
hm_fourier_cos_1,2,1.9563524179217526,0.141464911565145,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
ws_fourier_cos_1,2,1.9563524179217526,0.141464911565145,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
wind_chill_fourier_cos_1,2,1.9563524179217526,0.141464911565145,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
rn_hr1_lag_12h_mean,3,1.817951781355066,0.1415506248619752,False,,5891,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
ws_fourier_sin_1,2,1.921126394322742,0.1465335751500706,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
ta_fourier_sin_1,2,1.921126394322742,0.1465335751500706,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
wind_chill_fourier_sin_1,2,1.921126394322742,0.1465335751500706,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
hm_fourier_sin_1,2,1.921126394322742,0.1465335751500706,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
rn_hr1_lag_21h_mean,5,1.54475731565317,0.17231626639217695,False,,5882,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
dayofweek_sin,11,1.2052439134608608,0.27711908443640404,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
rn_hr1_lag_6h_mean,2,1.0954574614512764,0.3344547208610293,False,,5897,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
rn_hr1_lag_9h_mean,2,0.9960636387597788,0.36939263630019514,False,,5894,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
wind_chill_fourier_sin_3,3,0.9770574043072588,0.40243499700839647,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
ws_fourier_sin_3,3,0.9770574043072588,0.40243499700839647,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
ta_fourier_sin_3,3,0.9770574043072588,0.40243499700839647,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
hm_fourier_sin_3,3,0.9770574043072588,0.40243499700839647,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
month_day_interaction,2,0.8662863222762904,0.42056380895104917,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
wind_chill_fourier_cos_3,4,0.930614605593143,0.4449466349231366,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
hm_fourier_cos_3,4,0.930614605593143,0.4449466349231366,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
ws_fourier_cos_3,4,0.930614605593143,0.4449466349231366,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
ta_fourier_cos_3,4,0.930614605593143,0.4449466349231366,False,,5903,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
rn_hr1_lag_18h_mean,2,0.5527079658967395,0.5754194641247383,False,,5885,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
daily_temp_range_diff,1,0.013996746084657227,0.9058277858870103,False,,5880,B,1,난방상승기 (10-1월),5903,Branch_B_Season_1
hour,11,145.34168412546583,1.442561869633602e-284,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hour_squared,12,129.49922992464076,1.7807117659659817e-276,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
HDD_18,11,73.05477735717503,7.558812419013856e-151,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
HDD_20,11,72.56744703123405,7.022795301650915e-150,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta,11,71.049345930392,7.383782582275661e-147,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
si_lag_9h_mean,11,70.30015963969855,2.3065404744113726e-145,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
si_lag_21h_mean,11,70.03103855778281,7.951194158023573e-145,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
DCI,11,68.19390599835282,3.7781866104254785e-141,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
si_lag_18h_mean,11,67.5467430221409,7.512544198066078e-140,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
si_lag_12h_mean,11,67.24198703206922,3.0750827863004116e-139,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
si_lag_6h_mean,7,98.8824144959869,2.610460743977256e-134,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
si,11,64.61711634754047,5.960910528358421e-134,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_chi,11,64.5386995091817,8.584322708868116e-134,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_lag_15h_mean,10,69.25535101607109,1.6703825052972772e-131,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
si_lag_15h_mean,11,63.38835656012389,1.8203965207945788e-131,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_lag_21h_mean,11,62.27664100751145,3.263308293166752e-129,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
si_lag_24h_mean,9,73.93837455737278,2.0651784449478657e-127,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_lag_18h_mean,11,60.230973692537646,4.715887338321232e-125,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
si_lag_3h_mean,6,103.95093979713037,1.552540790868062e-122,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hour_cos,11,57.188704235621984,7.491747148041593e-119,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hour_sin,11,57.18870423562179,7.491747148047555e-119,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_lag_12h_mean,12,50.843658742461145,1.9486363620137837e-114,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_diff_6h,11,54.39590780549012,4.303896001726739e-113,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_chi_lag_15h_mean,10,58.76244198583866,5.936356283729736e-112,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_chi_lag_21h_mean,11,52.890006368064306,5.537310628847093e-110,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wind_chill,11,51.52307629481313,3.7484577952026454e-107,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_chi_lag_18h_mean,11,51.13045257062163,2.445069517023531e-106,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wind_chill_lag_21h_mean,3,171.95743984081432,3.102872172925858e-105,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wind_chill_lag_18h_mean,3,167.0533821937659,2.1894920699859327e-102,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_lag_1h,11,47.61619827722524,5.083582487260433e-99,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_lag_3h_mean,6,82.46260738022487,5.735944168363874e-98,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wind_chill_lag_15h_mean,4,118.80266110451161,3.183071145761265e-96,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_chi_lag_12h_mean,12,42.070677012624905,1.3476404814893105e-94,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_lag_3h,7,66.73303416969601,1.128707303186521e-91,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wind_chill_lag_9h_mean,3,147.3415248106339,7.548548694006944e-91,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wind_chill_lag_12h_mean,3,146.44252955505877,2.5552235166867533e-90,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_lag_6h_mean,3,142.30051359066195,7.098626360493678e-88,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_lag_24h_mean,10,46.08793992967863,7.856081608777193e-88,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wind_chill_lag_6h_mean,3,139.37130046412358,3.829940236168439e-86,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_lag_9h_mean,12,38.16455873509527,1.2023482939632033e-85,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_lag_2h,8,53.99321395605869,6.018787555803482e-84,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
day_of_year,3,134.97141892347844,1.5515281961476155e-83,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
day_of_year_cos,3,130.9491654165616,3.8089599632636133e-81,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_fourier_cos_2,3,130.6055079457889,6.099418950538607e-81,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hm_fourier_cos_2,3,130.6055079457889,6.099418950538607e-81,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wind_chill_fourier_cos_2,3,130.6055079457889,6.099418950538607e-81,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ws_fourier_cos_2,3,130.6055079457889,6.099418950538607e-81,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_diff_12h,11,38.47791884898219,9.291459045974081e-80,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_chi_lag_3h_mean,7,57.30451790837464,8.069384631384775e-79,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_chi_lag_24h_mean,10,41.267353812557644,1.6312628560265925e-78,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_chi_lag_9h_mean,3,126.34341380088456,2.113308761489223e-78,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ws_lag_18h_mean,10,40.56865556922373,3.709525443312174e-77,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_chi_lag_6h_mean,3,123.06482833282355,1.9195663271882636e-76,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ws_lag_15h_mean,11,36.482665455144776,1.6486631190755082e-75,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ws_lag_21h_mean,11,35.98644606787709,1.888827151071411e-74,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wind_chill_lag_3h_mean,7,52.52643171782616,3.027479776880417e-72,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
month,3,109.57661003939522,2.4093046842396537e-68,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
month_cos,3,109.57661003939522,2.4093046842396537e-68,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hm_ta_interaction,12,30.413326374042445,1.1037418718444414e-67,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_humidity_interaction,12,30.413326374042445,1.1037418718444414e-67,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wind_chill_lag_24h_mean,10,35.14224151421943,1.4436178645588248e-66,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ws_lag_12h_mean,12,28.312827276350284,8.98052431291845e-63,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ws_lag_6h_mean,11,28.154839146245052,1.2756694714701962e-57,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ws_lag_3h_mean,1,228.17453825514158,2.909332923147713e-50,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ws,12,22.30923244023791,1.1780498270893066e-48,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ws_fourier_sin_2,3,66.68469540676611,3.9112198267314504e-42,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wind_chill_fourier_sin_2,3,66.68469540676611,3.9112198267314504e-42,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hm_fourier_sin_2,3,66.68469540676611,3.9112198267314504e-42,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_fourier_sin_2,3,66.68469540676611,3.9112198267314504e-42,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
day_of_year_sin,3,63.38079566534787,4.36475477117682e-40,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ws_lag_24h_mean,10,21.182779464774214,5.855584701607562e-39,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ws_lag_9h_mean,10,20.827751626427467,2.981466542401773e-38,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hm_lag_21h_mean,10,19.7186531760295,4.8212996844643895e-36,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wd_lag_6h_mean,10,18.852156958110346,2.5647968478713073e-34,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hm_lag_15h_mean,10,18.70565123954401,5.021873477584893e-34,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hm_lag_18h_mean,10,18.534537969912158,1.1007486318273674e-33,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wd_lag_3h_mean,12,15.663627570983355,6.058189189207175e-33,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hm_lag_12h_mean,12,14.568469590404764,2.342742682239571e-30,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_squared,7,21.897204648782942,2.937224492052841e-29,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wd,10,16.29394548767027,3.1828111359453265e-29,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wind_temp_interaction,11,14.900741850331233,8.387048517531521e-29,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hm_lag_24h_mean,10,15.437035070353295,1.611442778079934e-27,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wd_lag_21h_mean,10,15.313471118821289,2.8369850948505965e-27,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wd_lag_18h_mean,11,14.080632669003888,5.08552996736745e-27,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_cubed,7,20.004726732382522,1.429187075126334e-26,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hm,11,13.85391273908983,1.5803389738127853e-26,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hm_lag_3h_mean,6,19.99868608710716,3.5560416822589944e-23,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wd_lag_24h_mean,10,13.079229422401617,7.694674076016519e-23,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wd_lag_15h_mean,12,11.348897194310805,8.835255266251454e-23,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
dayofweek_cos,11,11.816727152094112,4.089538749094463e-22,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hm_lag_6h_mean,6,17.607360207996543,3.021908025963429e-20,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wd_lag_9h_mean,10,11.470043529094545,1.1598155122260302e-19,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
month_day_interaction,2,32.713763794137385,7.9518088946915e-15,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wd_lag_12h_mean,12,7.548353521915357,5.5668896678572276e-14,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hm_lag_9h_mean,10,7.903905020565293,1.0396605829476735e-12,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
rn_day,12,5.111765057021956,1.4996173545908797e-08,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wind_chill_fourier_sin_3,2,15.529499828576684,1.9057354822888064e-07,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hm_fourier_sin_3,2,15.529499828576684,1.9057354822888064e-07,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_fourier_sin_3,2,15.529499828576684,1.9057354822888064e-07,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ws_fourier_sin_3,2,15.529499828576684,1.9057354822888064e-07,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hm_fourier_cos_1,2,15.260545526314562,2.489033763862546e-07,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wind_chill_fourier_cos_1,2,15.260545526314562,2.489033763862546e-07,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ws_fourier_cos_1,2,15.260545526314562,2.489033763862546e-07,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_fourier_cos_1,2,15.260545526314562,2.489033763862546e-07,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_fourier_sin_1,2,13.955383791434938,9.099110169538487e-07,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hm_fourier_sin_1,2,13.955383791434938,9.099110169538487e-07,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wind_chill_fourier_sin_1,2,13.955383791434938,9.099110169538487e-07,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ws_fourier_sin_1,2,13.955383791434938,9.099110169538487e-07,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
wind_chill_fourier_cos_3,9,4.406312343147522,9.338355773851913e-06,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ws_fourier_cos_3,9,4.406312343147522,9.338355773851913e-06,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_fourier_cos_3,9,4.406312343147522,9.338355773851913e-06,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hm_fourier_cos_3,9,4.406312343147522,9.338355773851913e-06,True,***,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
daily_temp_range,1,5.301707046246986,0.021352422562656737,True,*,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
daily_temp_range_diff,2,3.7524124127441896,0.023538571792352466,True,*,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
rn_hr1_lag_18h_mean,8,2.0090704425306414,0.04161998265950173,True,*,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
rn_hr1_lag_15h_mean,11,1.7300581547622367,0.06094668867397745,False,,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
rn_hr1_lag_21h_mean,2,2.684617953091153,0.0683625903559127,False,,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
rn_hr1,1,2.8015413393422164,0.09424701142022376,False,,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
rn_hr1_lag_12h_mean,10,1.6105711449110678,0.09707478483463881,False,,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
rn_hr1_lag_9h_mean,10,1.6045790741535582,0.09875951116385115,False,,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
rn_hr1_lag_6h_mean,12,1.4546536220325006,0.1337641652507556,False,,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
ta_diff_24h,1,2.1394667454146417,0.14362541438885554,False,,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
month_sin,2,1.7781272038929201,0.16907949429891322,False,,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
dayofweek,1,1.6929321671366335,0.19328513140702913,False,,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
rn_hr1_lag_24h_mean,1,1.4652787727079974,0.22615910747409593,False,,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
rn_hr1_lag_3h_mean,12,1.188012881123047,0.2850906460328458,False,,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
dayofweek_sin,1,0.8068300822814366,0.3691097692071217,False,,4272,B,2,난방하강기 (2-4월),4272,Branch_B_Season_2
hour_squared,7,257.4830920848035,0.0,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
hour,7,279.71113658491356,0.0,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
si_lag_18h_mean,1,1146.2158715446308,1.340625045639744e-233,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
hour_cos,1,890.1128104720617,1.0396055651909208e-184,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
si_lag_9h_mean,1,864.8771358080817,8.262931620746909e-180,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
si_lag_6h_mean,12,67.93238128882153,8.505315345684268e-158,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
si_lag_12h_mean,2,365.7308802388127,3.915966714765194e-152,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
si_lag_3h_mean,12,65.37224237493645,7.3733498054199875e-152,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
hour_sin,8,93.89540881173092,3.4853925373566953e-149,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
si_lag_21h_mean,12,58.11256805353034,6.484758136881185e-135,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
ta_chi_lag_21h_mean,12,57.55437775622912,1.3217958157850908e-133,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
ta_chi_lag_9h_mean,12,54.739767363465745,5.455703804712419e-127,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
ta_chi_lag_12h_mean,11,56.9128913468488,8.393767688917651e-122,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
ta_lag_21h_mean,11,56.812764365440906,1.3839225961731498e-121,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
ta_lag_9h_mean,12,51.89204605295284,2.842057981582757e-120,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
wind_chill_lag_12h_mean,11,55.85312991638317,1.6734282081125085e-119,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
ta_lag_12h_mean,11,55.16318213357869,5.2752934654486765e-118,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
ta_chi_lag_18h_mean,12,50.793005898255785,1.1273603014120404e-117,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
wind_chill_lag_21h_mean,12,50.746046347099515,1.4560082103764618e-117,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
wind_chill_lag_9h_mean,12,50.37681260637497,1.0887944153621635e-116,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
ta_chi_lag_6h_mean,9,64.33369064278267,2.7477969209583153e-114,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
si_lag_24h_mean,12,49.317802318167125,3.5090040656162206e-114,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
si_lag_15h_mean,2,267.006485708793,1.1650055425423735e-112,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
ta_lag_6h_mean,9,62.53320848968547,4.6039929709146444e-111,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
ta_lag_18h_mean,12,47.39532378562066,1.2778222963120122e-109,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
si,12,45.51186858842724,3.8454692021308875e-105,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
ta_chi_lag_3h_mean,12,45.493482436270135,4.253191617202583e-105,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
ta_lag_3h_mean,12,45.26315383445049,1.5033347343009144e-104,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
ta_cubed,12,45.17091267722647,2.492830777382363e-104,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
wind_chill_lag_6h_mean,10,53.14892389875062,6.212406430844444e-104,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
ta_chi_lag_24h_mean,12,44.30079873421304,2.9488030672567458e-102,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
wind_chill_lag_18h_mean,12,43.852047797652745,3.4635796994692515e-101,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
ta_diff_6h,12,42.640552959555315,2.694610449675758e-98,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
ta_lag_24h_mean,12,42.5050011610907,5.678008133635306e-98,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
ta_chi_lag_15h_mean,12,42.18468175391257,3.306057250826947e-97,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
ta_lag_3h,12,42.01040752855921,8.623646093147138e-97,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
wind_chill_lag_3h_mean,12,41.87859666630661,1.7810164780599555e-96,True,***,7344,C,0,비난방기 (5-9월),7344,Branch_C_Season_0
