feature,best_lag,f_statistic,p_value,is_significant,significance_level,data_points,branch_id,data_length
HDD_20,2,957.1581594772294,0.0,True,***,17519,A,17519
HDD_18,2,1014.4622988792337,0.0,True,***,17519,A,17519
wind_chill_lag_21h_mean,3,473.23289465528177,1.128972571443011e-295,True,***,17498,A,17519
ta_chi_lag_21h_mean,3,470.2477510928282,7.087155742429535e-294,True,***,17498,A,17519
wind_chill,3,445.4492889703033,6.3957388405251735e-279,True,***,17519,A,17519
ta_lag_12h_mean,3,427.7668968274894,3.3219305271338105e-268,True,***,17507,A,17519
wind_chill_lag_6h_mean,3,427.5445518700808,4.49838439474437e-268,True,***,17513,A,17519
ta_lag_21h_mean,3,425.44744188473516,8.570785046080826e-267,True,***,17498,A,17519
wind_chill_lag_9h_mean,3,424.21908176057445,4.699135033915078e-266,True,***,17510,A,17519
ta_chi,2,626.3195382402031,1.9093582266321124e-263,True,***,17519,A,17519
ta_chi_lag_6h_mean,2,619.6275122238249,9.934174883551119e-261,True,***,17513,A,17519
wind_chill_lag_12h_mean,3,412.77172670143653,4.22736227925071e-259,True,***,17507,A,17519
ta_chi_lag_24h_mean,3,404.46731721579215,4.8229352613894284e-254,True,***,17495,A,17519
ta,2,601.8368348329656,1.6472912647926395e-253,True,***,17519,A,17519
ta_chi_lag_12h_mean,3,402.16607458121194,1.198381585213191e-252,True,***,17507,A,17519
DCI,2,592.258864695335,1.2909226066138883e-249,True,***,17519,A,17519
ta_lag_6h_mean,2,586.9078295201382,1.9538931052593434e-247,True,***,17513,A,17519
ta_chi_lag_9h_mean,3,388.72437346121905,1.8657232890169044e-244,True,***,17510,A,17519
si_lag_3h_mean,4,290.781815682668,1.6047375102469594e-242,True,***,17516,A,17519
wind_chill_lag_18h_mean,2,573.0110251443374,9.042751155545788e-242,True,***,17501,A,17519
ta_lag_9h_mean,3,380.3379098710609,2.4651260304691396e-239,True,***,17510,A,17519
ta_lag_24h_mean,3,376.4050590233983,6.337502066964836e-237,True,***,17495,A,17519
si_lag_6h_mean,3,374.7084894643345,6.790441248370949e-236,True,***,17513,A,17519
ta_chi_lag_3h_mean,4,279.615785683217,1.9711071625657854e-233,True,***,17516,A,17519
ta_diff_6h,4,273.7035359419948,1.3095075661344952e-228,True,***,17513,A,17519
ta_lag_3h_mean,4,272.7618841820464,7.66247020817547e-228,True,***,17516,A,17519
ta_chi_lag_18h_mean,3,359.4941577921172,1.4208689573175854e-226,True,***,17501,A,17519
wind_chill_lag_3h_mean,4,270.3920114758865,6.59117538724106e-226,True,***,17516,A,17519
wind_chill_lag_24h_mean,4,262.17814298235487,3.4604082318018526e-219,True,***,17495,A,17519
ta_lag_18h_mean,2,517.6795534032607,3.76919553282647e-219,True,***,17501,A,17519
ta_chi_lag_15h_mean,3,344.0337464663242,4.375297468911666e-217,True,***,17504,A,17519
wind_chill_lag_15h_mean,3,339.4913371375641,2.713786800705554e-214,True,***,17504,A,17519
ta_lag_15h_mean,3,337.20334879144394,6.93334464314945e-213,True,***,17504,A,17519
si,4,245.30512389334862,2.2689955376097424e-205,True,***,17519,A,17519
si_lag_24h_mean,7,140.80254859102533,8.857313116386739e-203,True,***,17495,A,17519
si_lag_21h_mean,4,226.9755646049717,2.7254236680628053e-190,True,***,17498,A,17519
hour,11,82.8387429857105,1.8355789256904125e-183,True,***,17519,A,17519
hour_squared,11,79.21515656908483,2.6083254065933587e-175,True,***,17519,A,17519
si_lag_9h_mean,3,273.2210164256291,2.53704625449364e-173,True,***,17510,A,17519
ta_lag_3h,6,127.82032926119011,6.967255479439006e-159,True,***,17516,A,17519
ta_lag_2h,6,126.28724992132386,5.5832532790047294e-157,True,***,17517,A,17519
si_lag_12h_mean,3,245.31779174114922,6.114447586556014e-156,True,***,17507,A,17519
ta_lag_1h,7,107.96735163122582,1.6256529885905383e-155,True,***,17518,A,17519
si_lag_18h_mean,6,109.44990306131125,5.188553030141442e-136,True,***,17501,A,17519
wind_chill_fourier_cos_2,2,280.8323294994867,8.93534841655545e-121,True,***,17519,A,17519
hm_fourier_cos_2,2,280.8323294994867,8.93534841655545e-121,True,***,17519,A,17519
ws_fourier_cos_2,2,280.8323294994867,8.93534841655545e-121,True,***,17519,A,17519
ta_fourier_cos_2,2,280.8323294994867,8.93534841655545e-121,True,***,17519,A,17519
ws_fourier_sin_2,2,280.8323294994631,8.935348416761662e-121,True,***,17519,A,17519
hm_fourier_sin_2,2,280.8323294994631,8.935348416761662e-121,True,***,17519,A,17519
wind_chill_fourier_sin_2,2,280.8323294994631,8.935348416761662e-121,True,***,17519,A,17519
ta_fourier_sin_2,2,280.8323294994631,8.935348416761662e-121,True,***,17519,A,17519
hm_ta_interaction,2,278.99750419444575,5.287872929682545e-120,True,***,17519,A,17519
ta_humidity_interaction,2,278.99750419444575,5.287872929682545e-120,True,***,17519,A,17519
si_lag_15h_mean,4,139.89507382330328,6.709262291336605e-118,True,***,17504,A,17519
hm_lag_21h_mean,3,159.60466344029925,4.590448743020075e-102,True,***,17498,A,17519
ta_diff_12h,12,40.57912462255784,3.237512279304287e-95,True,***,17507,A,17519
hm_lag_6h_mean,6,76.79983144880721,4.356847838230803e-95,True,***,17513,A,17519
hm_lag_18h_mean,11,43.02079917940411,3.3733602086360314e-93,True,***,17501,A,17519
hm_lag_15h_mean,11,42.43114612619635,7.468790494553023e-92,True,***,17504,A,17519
hm,3,134.99709699069325,1.8226552101204966e-86,True,***,17519,A,17519
day_of_year_cos,2,196.18103645990794,5.49677136155866e-85,True,***,17519,A,17519
hm_lag_3h_mean,5,80.10309473068166,2.1223757709235888e-83,True,***,17516,A,17519
hm_lag_24h_mean,9,44.97752281062708,1.2066020825633011e-80,True,***,17495,A,17519
hm_lag_12h_mean,12,34.33950223339802,1.022233904750678e-79,True,***,17507,A,17519
ws_lag_3h_mean,1,264.1708873402393,5.714836625432251e-59,True,***,17516,A,17519
day_of_year_sin,11,26.135557827964025,1.1285833062046723e-54,True,***,17519,A,17519
hm_lag_9h_mean,11,25.07075592051281,2.9952424904628198e-52,True,***,17510,A,17519
ws_lag_6h_mean,12,22.987102160753402,1.480580088841384e-51,True,***,17513,A,17519
ws,10,24.70006711576091,5.205976557623032e-47,True,***,17519,A,17519
ws_lag_18h_mean,11,22.604483887330904,1.2097710420798898e-46,True,***,17501,A,17519
ws_lag_15h_mean,12,20.666802783115024,7.973574004504905e-46,True,***,17504,A,17519
ws_lag_21h_mean,11,21.710488728535804,1.2932095729655343e-44,True,***,17498,A,17519
hour_cos,11,21.044511776853092,4.1805203419128475e-43,True,***,17519,A,17519
hour_sin,11,21.044511776851866,4.180520341940532e-43,True,***,17519,A,17519
ta_diff_24h,11,20.764241461497956,1.8068797601398914e-42,True,***,17495,A,17519
ws_lag_9h_mean,11,20.578664808487765,4.754374447196393e-42,True,***,17510,A,17519
month_cos,2,90.61508604541278,7.056798362047492e-40,True,***,17519,A,17519
ws_lag_12h_mean,12,18.112088513236046,1.551887242716928e-39,True,***,17507,A,17519
ta_squared,2,88.54041723422537,5.501745178620891e-39,True,***,17519,A,17519
wind_temp_interaction,10,19.933181746953444,3.7398475344530275e-37,True,***,17519,A,17519
ws_lag_24h_mean,2,74.4818368294683,6.16508121285598e-33,True,***,17495,A,17519
dayofweek_cos,11,15.876628503136368,1.9274782599754535e-31,True,***,17519,A,17519
ta_cubed,2,59.752193580839915,1.374341592754011e-26,True,***,17519,A,17519
wd_lag_3h_mean,1,60.207944069755136,9.002264108235394e-15,True,***,17516,A,17519
wd,11,8.2208739078479,1.5097572423191143e-14,True,***,17519,A,17519
month_sin,2,22.494354652827152,1.7512698074596772e-10,True,***,17519,A,17519
wd_lag_6h_mean,10,5.372532472103929,5.625093775904708e-08,True,***,17513,A,17519
dayofweek,11,4.378639685540784,1.363947844689993e-06,True,***,17519,A,17519
wd_lag_24h_mean,2,12.271198665820503,4.725221569392003e-06,True,***,17495,A,17519
wd_lag_15h_mean,2,12.187185354365708,5.138730520250427e-06,True,***,17504,A,17519
wd_lag_9h_mean,1,20.445192956379156,6.1766011039003144e-06,True,***,17510,A,17519
wd_lag_12h_mean,2,9.785115672138497,5.6591689872914566e-05,True,***,17507,A,17519
daily_temp_range,10,3.5465963582395243,0.00010508840587529032,True,***,17519,A,17519
month,2,7.505141563320421,0.0005520196516759396,True,***,17519,A,17519
dayofweek_sin,8,3.3465424804002155,0.0007787860327186098,True,***,17519,A,17519
day_of_year,2,6.903324811928907,0.0010071759902977497,True,**,17519,A,17519
wd_lag_21h_mean,12,2.4300928239933803,0.003749079385147745,True,**,17498,A,17519
wd_lag_18h_mean,2,5.209364859640082,0.005473624705649948,True,**,17501,A,17519
rn_day,2,3.996131745020589,0.018403394835377646,True,*,17519,A,17519
daily_temp_range_diff,2,3.0349655671480567,0.04810163964652607,True,*,17496,A,17519
rn_hr1_lag_3h_mean,1,2.206938352424781,0.13740910305802823,False,,17516,A,17519
rn_hr1_lag_6h_mean,2,1.6164049888768808,0.198641068730317,False,,17513,A,17519
rn_hr1_lag_21h_mean,1,1.1504188279971164,0.2834762867710343,False,,17498,A,17519
rn_hr1_lag_18h_mean,2,0.8944525244487512,0.4088500586167376,False,,17501,A,17519
rn_hr1_lag_9h_mean,1,0.6713532965828162,0.41259133829081285,False,,17510,A,17519
rn_hr1_lag_15h_mean,2,0.7854616187765908,0.4559252717791663,False,,17504,A,17519
month_day_interaction,2,0.7701243496200104,0.462971174992285,False,,17519,A,17519
rn_hr1,2,0.6716018798026017,0.5109026965931843,False,,17519,A,17519
rn_hr1_lag_24h_mean,2,0.5807966620833274,0.5594632852611114,False,,17495,A,17519
rn_hr1_lag_12h_mean,1,0.15546249561365444,0.6933737229028262,False,,17507,A,17519
ta_fourier_cos_1,1,0.010920379484618957,0.9167732732011098,False,,17519,A,17519
wind_chill_fourier_cos_1,1,0.010920379484618957,0.9167732732011098,False,,17519,A,17519
hm_fourier_cos_1,1,0.010920379484618957,0.9167732732011098,False,,17519,A,17519
ws_fourier_cos_1,1,0.010920379484618957,0.9167732732011098,False,,17519,A,17519
ws_fourier_sin_3,1,0.0064339878409229835,0.9360694492019113,False,,17519,A,17519
ta_fourier_sin_3,1,0.0064339878409229835,0.9360694492019113,False,,17519,A,17519
hm_fourier_sin_3,1,0.0064339878409229835,0.9360694492019113,False,,17519,A,17519
wind_chill_fourier_sin_3,1,0.0064339878409229835,0.9360694492019113,False,,17519,A,17519
hm_fourier_sin_1,1,0.0037366329669255957,0.951257963727313,False,,17519,A,17519
ta_fourier_sin_1,1,0.0037366329669255957,0.951257963727313,False,,17519,A,17519
ws_fourier_sin_1,1,0.0037366329669255957,0.951257963727313,False,,17519,A,17519
wind_chill_fourier_sin_1,1,0.0037366329669255957,0.951257963727313,False,,17519,A,17519
ws_fourier_cos_3,1,0.0033346134253106493,0.9539515218041433,False,,17519,A,17519
hm_fourier_cos_3,1,0.0033346134253106493,0.9539515218041433,False,,17519,A,17519
wind_chill_fourier_cos_3,1,0.0033346134253106493,0.9539515218041433,False,,17519,A,17519
ta_fourier_cos_3,1,0.0033346134253106493,0.9539515218041433,False,,17519,A,17519
wind_chill,3,525.5481288563329,0.0,True,***,17519,B,17519
ta_chi_lag_3h_mean,5,324.72409964314375,0.0,True,***,17516,B,17519
ta_lag_24h_mean,7,234.99859503181,0.0,True,***,17495,B,17519
HDD_20,2,990.8899865835991,0.0,True,***,17519,B,17519
ta_lag_6h_mean,2,829.4699486682711,0.0,True,***,17513,B,17519
wind_chill_lag_15h_mean,3,575.1283651362457,0.0,True,***,17504,B,17519
ta_lag_3h_mean,4,412.18017893778665,0.0,True,***,17516,B,17519
ta_lag_18h_mean,10,167.87146415343508,0.0,True,***,17501,B,17519
ta_lag_21h_mean,2,780.1838993880539,0.0,True,***,17498,B,17519
wind_chill_lag_12h_mean,2,860.7706070920323,0.0,True,***,17507,B,17519
wind_chill_lag_18h_mean,3,561.7824982617235,0.0,True,***,17501,B,17519
ta_lag_9h_mean,2,823.33944498086,0.0,True,***,17510,B,17519
ta_chi_lag_6h_mean,2,818.0197733055759,0.0,True,***,17513,B,17519
ta_chi_lag_24h_mean,3,552.2933681194553,0.0,True,***,17495,B,17519
ta_chi_lag_21h_mean,2,815.6592048190254,0.0,True,***,17498,B,17519
hour_squared,9,234.30187656926222,0.0,True,***,17519,B,17519
DCI,10,183.25091176004062,0.0,True,***,17519,B,17519
ta,10,170.67614649002434,0.0,True,***,17519,B,17519
wind_chill_lag_21h_mean,2,807.36297159501,0.0,True,***,17498,B,17519
wind_chill_lag_6h_mean,2,813.8532493905205,0.0,True,***,17513,B,17519
hour,9,288.2564727036393,0.0,True,***,17519,B,17519
ta_lag_12h_mean,2,784.1689416560906,0.0,True,***,17507,B,17519
ta_chi,2,794.0622321343919,0.0,True,***,17519,B,17519
ta_chi_lag_15h_mean,3,585.6979739950593,0.0,True,***,17504,B,17519
HDD_18,2,999.5218097208947,0.0,True,***,17519,B,17519
ta_lag_15h_mean,3,586.9971952826409,0.0,True,***,17504,B,17519
wind_chill_lag_9h_mean,2,877.0757978362495,0.0,True,***,17510,B,17519
ta_chi_lag_18h_mean,3,547.9845911753619,0.0,True,***,17501,B,17519
ta_chi_lag_9h_mean,2,813.2138049076351,0.0,True,***,17510,B,17519
ta_chi_lag_12h_mean,3,593.4870507567847,0.0,True,***,17507,B,17519
ta_lag_3h,7,213.653740711059,8.985467553777068e-306,True,***,17516,B,17519
wind_chill_lag_3h_mean,5,289.9435883817058,4.728803330266331e-299,True,***,17516,B,17519
si_lag_6h_mean,7,201.5448332381868,7.785622322752458e-289,True,***,17513,B,17519
wind_chill_lag_24h_mean,3,457.1255465560123,5.822171902024397e-286,True,***,17495,B,17519
si_lag_9h_mean,11,126.5300124071955,1.3377006830732005e-280,True,***,17510,B,17519
si_lag_3h_mean,5,267.86209583309073,6.796899455944559e-277,True,***,17516,B,17519
day_of_year_sin,12,114.68422231036921,1.939439061753697e-276,True,***,17519,B,17519
si_lag_21h_mean,11,121.85559377906532,2.636145545571733e-270,True,***,17498,B,17519
ta_lag_2h,7,187.41927901905754,5.455572007718073e-269,True,***,17517,B,17519
si_lag_12h_mean,11,120.69927737495365,9.217789147345651e-268,True,***,17507,B,17519
ta_diff_6h,10,129.4451041263269,3.770219680010914e-262,True,***,17513,B,17519
si_lag_18h_mean,10,122.9259150180877,5.033049800453229e-249,True,***,17501,B,17519
ta_lag_1h,11,111.30218173837454,5.376412405198214e-247,True,***,17518,B,17519
si_lag_24h_mean,7,168.8889013049935,8.591819253616149e-243,True,***,17495,B,17519
si,11,106.58974082603108,1.5320050600113685e-236,True,***,17519,B,17519
si_lag_15h_mean,11,104.63541238219211,3.428498757583415e-232,True,***,17504,B,17519
ws_fourier_sin_2,3,349.88807127863515,1.094235318812681e-220,True,***,17519,B,17519
wind_chill_fourier_sin_2,3,349.88807127863515,1.094235318812681e-220,True,***,17519,B,17519
ta_fourier_sin_2,3,349.88807127863515,1.094235318812681e-220,True,***,17519,B,17519
hm_fourier_sin_2,3,349.88807127863515,1.094235318812681e-220,True,***,17519,B,17519
wind_chill_fourier_cos_2,3,349.8880712786029,1.0942353188633119e-220,True,***,17519,B,17519
hm_fourier_cos_2,3,349.8880712786029,1.0942353188633119e-220,True,***,17519,B,17519
ws_fourier_cos_2,3,349.8880712786029,1.0942353188633119e-220,True,***,17519,B,17519
ta_fourier_cos_2,3,349.8880712786029,1.0942353188633119e-220,True,***,17519,B,17519
hour_sin,10,103.92543471268559,1.4561559442686954e-210,True,***,17519,B,17519
hour_cos,10,103.92543471268229,1.4561559442910442e-210,True,***,17519,B,17519
hm_ta_interaction,3,283.65621475121986,8.35002933942082e-180,True,***,17519,B,17519
ta_humidity_interaction,3,283.65621475121986,8.35002933942082e-180,True,***,17519,B,17519
ta_diff_12h,12,72.90418479079295,4.5415686011828885e-175,True,***,17507,B,17519
ws_lag_21h_mean,11,77.21696953682856,8.373432642952269e-171,True,***,17498,B,17519
ws_lag_18h_mean,10,81.6675771627566,4.683989702368946e-165,True,***,17501,B,17519
ws_lag_15h_mean,11,73.74086975926029,5.782947681020667e-163,True,***,17504,B,17519
day_of_year_cos,3,247.00017129544932,5.4198209350521787e-157,True,***,17519,B,17519
ws_lag_12h_mean,12,57.866460487700735,4.7775407287619655e-138,True,***,17507,B,17519
ws_lag_3h_mean,5,129.71758243546918,2.134249409211375e-135,True,***,17516,B,17519
hm_lag_21h_mean,11,59.45087662779488,1.318078090760482e-130,True,***,17498,B,17519
ws_lag_6h_mean,11,58.81690526519964,3.611410189495803e-129,True,***,17513,B,17519
ws,12,52.75321404467336,2.0939302429158475e-125,True,***,17519,B,17519
hm_lag_15h_mean,10,61.60804303066639,1.1078359322827736e-123,True,***,17504,B,17519
hm_lag_18h_mean,10,60.65122147629862,1.0620314147390038e-121,True,***,17501,B,17519
hm_lag_12h_mean,12,47.96689523419151,1.5087972064344947e-113,True,***,17507,B,17519
ws_lag_24h_mean,7,73.55585763796711,1.9345269706788213e-105,True,***,17495,B,17519
hm,11,48.335317158732586,2.5546435264827158e-105,True,***,17519,B,17519
hm_lag_6h_mean,6,84.59110921691058,6.962170852144116e-105,True,***,17513,B,17519
hm_lag_24h_mean,10,50.21522045628426,4.725883852879366e-100,True,***,17495,B,17519
hm_lag_3h_mean,6,80.62031621317473,6.807899122199576e-100,True,***,17516,B,17519
wd_lag_3h_mean,12,39.882279904424465,1.7381024104085636e-93,True,***,17516,B,17519
wd_lag_18h_mean,10,45.45781163247549,3.6447062213098957e-90,True,***,17501,B,17519
wd_lag_15h_mean,12,37.45332578716903,1.8800046452709798e-87,True,***,17504,B,17519
wd_lag_21h_mean,10,42.13553736257011,2.9622658224092218e-83,True,***,17498,B,17519
wd_lag_6h_mean,10,39.86826898421071,1.5410575302393032e-78,True,***,17513,B,17519
wd,12,33.06130928940825,1.5281133410434275e-76,True,***,17519,B,17519
month_cos,2,165.47071839212663,6.420629524952021e-72,True,***,17519,B,17519
dayofweek_cos,12,30.700151226865543,1.1179633754519754e-70,True,***,17519,B,17519
ws_lag_9h_mean,10,34.841663636437154,4.4338023369793915e-68,True,***,17510,B,17519
ta_squared,2,144.63905276477308,4.980092098032431e-63,True,***,17519,B,17519
wd_lag_24h_mean,12,27.556471350905728,7.108607953910481e-63,True,***,17495,B,17519
wd_lag_12h_mean,12,25.696624097333324,2.9013156681870777e-58,True,***,17507,B,17519
hm_lag_9h_mean,12,21.04468683808956,9.31600023151597e-47,True,***,17510,B,17519
wd_lag_9h_mean,10,24.01284630941875,1.3820331870210724e-45,True,***,17510,B,17519
ta_cubed,2,102.62130814579791,4.9122392186708194e-45,True,***,17519,B,17519
wind_temp_interaction,11,19.508215392162313,1.2585535924535845e-39,True,***,17519,B,17519
month_sin,2,49.38525204402758,4.0974667965840024e-22,True,***,17519,B,17519
day_of_year,3,20.26710251341748,4.1703340354018977e-13,True,***,17519,B,17519
month,3,18.867199654679688,3.266578992908324e-12,True,***,17519,B,17519
dayofweek,11,5.946027374042742,9.458587170726295e-10,True,***,17519,B,17519
rn_day,10,3.819366895466247,3.558246929541148e-05,True,***,17519,B,17519
ta_diff_24h,10,3.0137496914599367,0.0008192537344881663,True,***,17495,B,17519
dayofweek_sin,12,2.1475095056377413,0.011610473391179531,True,*,17519,B,17519
rn_hr1_lag_3h_mean,2,2.7014032536192105,0.06713924389269502,False,,17516,B,17519
rn_hr1_lag_6h_mean,1,3.0898748827449705,0.07879833745129348,False,,17513,B,17519
month_day_interaction,2,2.2952208996183536,0.10076944163686488,False,,17519,B,17519
rn_hr1_lag_24h_mean,2,2.083179338308871,0.12456454940110802,False,,17495,B,17519
rn_hr1_lag_9h_mean,1,2.3106801433045057,0.1285058773693543,False,,17510,B,17519
daily_temp_range_diff,2,1.9823828599793127,0.13777157893745728,False,,17496,B,17519
rn_hr1_lag_21h_mean,2,1.4992034202121944,0.2233366657979065,False,,17498,B,17519
rn_hr1,1,1.4389081336671639,0.23033233620445562,False,,17519,B,17519
rn_hr1_lag_15h_mean,2,0.8750545787396928,0.4168575097911963,False,,17504,B,17519
rn_hr1_lag_18h_mean,3,0.9271995295546083,0.42656153886705694,False,,17501,B,17519
daily_temp_range,1,0.5868604562826795,0.4436460589244746,False,,17519,B,17519
rn_hr1_lag_12h_mean,3,0.6841485038307308,0.5616057431572379,False,,17507,B,17519
ws_fourier_sin_3,1,0.28487981939352236,0.5935272757407981,False,,17519,B,17519
wind_chill_fourier_sin_3,1,0.28487981939352236,0.5935272757407981,False,,17519,B,17519
ta_fourier_sin_3,1,0.28487981939352236,0.5935272757407981,False,,17519,B,17519
hm_fourier_sin_3,1,0.28487981939352236,0.5935272757407981,False,,17519,B,17519
hm_fourier_cos_1,1,0.13931744781963165,0.7089650235954585,False,,17519,B,17519
ws_fourier_cos_1,1,0.13931744781963165,0.7089650235954585,False,,17519,B,17519
wind_chill_fourier_cos_1,1,0.13931744781963165,0.7089650235954585,False,,17519,B,17519
ta_fourier_cos_1,1,0.13931744781963165,0.7089650235954585,False,,17519,B,17519
hm_fourier_cos_3,2,0.3265564918471116,0.721408013361793,False,,17519,B,17519
ta_fourier_cos_3,2,0.3265564918471116,0.721408013361793,False,,17519,B,17519
wind_chill_fourier_cos_3,2,0.3265564918471116,0.721408013361793,False,,17519,B,17519
ws_fourier_cos_3,2,0.3265564918471116,0.721408013361793,False,,17519,B,17519
wind_chill_fourier_sin_1,1,0.0880968653183602,0.7666142035139011,False,,17519,B,17519
ws_fourier_sin_1,1,0.0880968653183602,0.7666142035139011,False,,17519,B,17519
ta_fourier_sin_1,1,0.0880968653183602,0.7666142035139011,False,,17519,B,17519
hm_fourier_sin_1,1,0.0880968653183602,0.7666142035139011,False,,17519,B,17519
DCI,9,189.57276805580304,0.0,True,***,17519,C,17519
ta_chi_lag_12h_mean,3,583.4832681861252,0.0,True,***,17507,C,17519
wind_chill_lag_9h_mean,3,535.601130930507,0.0,True,***,17510,C,17519
ta_chi_lag_21h_mean,3,533.4106151937118,0.0,True,***,17498,C,17519
ta_chi_lag_24h_mean,3,581.2155701990345,0.0,True,***,17495,C,17519
wind_chill_lag_21h_mean,3,533.0082994178194,0.0,True,***,17498,C,17519
HDD_18,2,1228.3304290629994,0.0,True,***,17519,C,17519
ta_lag_12h_mean,3,566.1051185647525,0.0,True,***,17507,C,17519
wind_chill_lag_6h_mean,3,563.2903731780782,0.0,True,***,17513,C,17519
ta_chi_lag_6h_mean,2,796.8319576922977,0.0,True,***,17513,C,17519
wind_chill,3,549.5321148703074,0.0,True,***,17519,C,17519
HDD_20,2,1206.967678352452,0.0,True,***,17519,C,17519
ta_chi,2,808.6200909027298,0.0,True,***,17519,C,17519
ta_lag_24h_mean,3,546.9121543928494,0.0,True,***,17495,C,17519
wind_chill_lag_12h_mean,3,531.9264742185746,0.0,True,***,17507,C,17519
ta_chi_lag_9h_mean,3,517.8181588115306,2e-322,True,***,17510,C,17519
ta_lag_6h_mean,3,517.6716486118468,2.37e-322,True,***,17513,C,17519
ta_lag_9h_mean,3,502.72133011419885,2.13774980426e-313,True,***,17510,C,17519
hour_squared,12,124.5800988417713,4.206527824265674e-300,True,***,17519,C,17519
ta_chi_lag_3h_mean,3,477.14533408608145,4.852380606985243e-298,True,***,17516,C,17519
ta,3,472.57914467546834,2.709335795631044e-295,True,***,17519,C,17519
hour,12,122.35695725040672,8.478453257852246e-295,True,***,17519,C,17519
wind_chill_lag_24h_mean,3,470.778238371182,3.410666071335501e-294,True,***,17495,C,17519
ta_lag_21h_mean,3,455.89645711178434,3.2008553779775446e-285,True,***,17498,C,17519
wind_chill_lag_18h_mean,3,453.5906174366666,7.868379911612472e-284,True,***,17501,C,17519
ta_lag_3h_mean,3,453.1195385944073,1.484351673114023e-283,True,***,17516,C,17519
ta_chi_lag_15h_mean,3,451.7409922738837,1.0266195633525288e-282,True,***,17504,C,17519
wind_chill_lag_15h_mean,3,446.4032640377949,1.7282316527174523e-279,True,***,17504,C,17519
ta_lag_15h_mean,3,438.10844794902135,1.8050407513124002e-274,True,***,17504,C,17519
si_lag_6h_mean,3,437.7573138948979,2.9113983524627884e-274,True,***,17513,C,17519
ta_chi_lag_18h_mean,12,113.40344392652871,2.3484176143334507e-273,True,***,17501,C,17519
ta_diff_6h,3,418.35939389953006,1.689704080664912e-262,True,***,17513,C,17519
wind_chill_lag_3h_mean,3,416.2133430769042,3.388223195352973e-261,True,***,17516,C,17519
si,3,411.1350230892455,4.1232886470651898e-258,True,***,17519,C,17519
ta_lag_18h_mean,3,401.81565359557914,1.9715253615251613e-252,True,***,17501,C,17519
si_lag_3h_mean,1,1162.394657492096,9.90861683901383e-247,True,***,17516,C,17519
si_lag_24h_mean,2,552.7011512934727,1.7615652503524937e-233,True,***,17495,C,17519
day_of_year_sin,12,90.81897202742877,8.060702426724402e-219,True,***,17519,C,17519
si_lag_21h_mean,4,250.95163347476966,5.379636635341493e-210,True,***,17498,C,17519
ta_lag_1h,10,100.57348952475961,9.75504757901679e-204,True,***,17518,C,17519
si_lag_9h_mean,3,314.7760665285239,4.588068816524368e-199,True,***,17510,C,17519
ta_fourier_sin_2,3,291.1288108151497,1.937762996907681e-184,True,***,17519,C,17519
hm_fourier_sin_2,3,291.1288108151497,1.937762996907681e-184,True,***,17519,C,17519
ws_fourier_sin_2,3,291.1288108151497,1.937762996907681e-184,True,***,17519,C,17519
wind_chill_fourier_sin_2,3,291.1288108151497,1.937762996907681e-184,True,***,17519,C,17519
wind_chill_fourier_cos_2,3,291.128810815127,1.937762996966831e-184,True,***,17519,C,17519
hm_fourier_cos_2,3,291.128810815127,1.937762996966831e-184,True,***,17519,C,17519
ta_fourier_cos_2,3,291.128810815127,1.937762996966831e-184,True,***,17519,C,17519
ws_fourier_cos_2,3,291.128810815127,1.937762996966831e-184,True,***,17519,C,17519
si_lag_12h_mean,3,286.53491325748155,1.376413351243985e-181,True,***,17507,C,17519
si_lag_18h_mean,10,77.05846010776274,1.4060480679203912e-155,True,***,17501,C,17519
ta_humidity_interaction,12,64.8611330134963,2.6582058073267334e-155,True,***,17519,C,17519
hm_ta_interaction,12,64.8611330134963,2.6582058073267334e-155,True,***,17519,C,17519
ta_lag_3h,5,139.73901059743716,7.915185957959266e-146,True,***,17516,C,17519
si_lag_15h_mean,11,64.61328824019685,2.5569213099141554e-142,True,***,17504,C,17519
day_of_year_cos,3,216.43975835538487,7.155049164871542e-138,True,***,17519,C,17519
ta_lag_2h,3,212.53330949345573,2.0216217460449443e-135,True,***,17517,C,17519
hm,11,51.72588636275402,4.8266279558346976e-113,True,***,17519,C,17519
hm_lag_21h_mean,10,53.3472555256626,1.481121119325625e-106,True,***,17498,C,17519
ta_diff_12h,12,45.06766225144682,2.3374357324941456e-106,True,***,17507,C,17519
hm_lag_24h_mean,10,49.412747982856025,2.195877669732935e-98,True,***,17495,C,17519
hm_lag_18h_mean,10,49.032778470762594,1.35088189332789e-97,True,***,17501,C,17519
hm_lag_15h_mean,10,48.07834354229849,1.2995357936886466e-95,True,***,17504,C,17519
hour_sin,10,47.044424487204445,1.8244501587094595e-93,True,***,17519,C,17519
hour_cos,10,47.04442448720259,1.8244501587255344e-93,True,***,17519,C,17519
ws_lag_3h_mean,1,411.70002168126723,1.7131881752814763e-90,True,***,17516,C,17519
hm_lag_3h_mean,1,405.7629827653834,3.1381936063485725e-89,True,***,17516,C,17519
hm_lag_6h_mean,6,70.87138530037582,1.2727316639448666e-87,True,***,17513,C,17519
hm_lag_12h_mean,12,36.25611747739868,1.7705191035096347e-84,True,***,17507,C,17519
ws,12,32.43425995682872,5.51730630421353e-75,True,***,17519,C,17519
ws_lag_21h_mean,12,31.494057442790282,1.19644038375274e-72,True,***,17498,C,17519
