feature,best_lag,f_statistic,p_value,is_significant,significance_level,data_points,branch_id,data_length
HDD_20,2,949.9740147109759,0.0,True,***,17519,O,17519
ta_chi_lag_3h_mean,4,391.1142178175533,3e-323,True,***,17516,O,17519
ta_lag_15h_mean,3,516.0494507490348,2.263e-321,True,***,17504,O,17519
wind_chill_lag_3h_mean,4,385.82102989485327,4.9072e-319,True,***,17516,O,17519
wind_chill_lag_15h_mean,3,508.4951088381795,7.505593e-317,True,***,17504,O,17519
ta_diff_6h,5,305.5808120287558,1.1525966756e-314,True,***,17513,O,17519
wind_chill_lag_24h_mean,4,379.4083316080973,6.6310751475e-314,True,***,17495,O,17519
wind_chill_lag_18h_mean,3,497.5051616281257,2.9103632577348e-310,True,***,17501,O,17519
si,3,492.3833621247229,3.34869831773625e-307,True,***,17519,O,17519
si_lag_21h_mean,4,359.84876594849175,2.9032824398200794e-298,True,***,17498,O,17519
si_lag_6h_mean,2,690.8723503986519,1.6244168523274274e-289,True,***,17513,O,17519
si_lag_24h_mean,3,420.6996990208489,6.544732725667073e-264,True,***,17495,O,17519
ta_lag_3h,5,245.69035198304525,1.6118266181344409e-254,True,***,17516,O,17519
si_lag_12h_mean,12,105.34433493429198,5.640945258096218e-254,True,***,17507,O,17519
ta_lag_1h,5,241.2670267885861,4.84770017778873e-250,True,***,17518,O,17519
si_lag_15h_mean,10,119.11807742478616,2.4118909255286585e-241,True,***,17504,O,17519
si_lag_18h_mean,10,117.82568686288802,9.866721314936645e-239,True,***,17501,O,17519
ta_lag_2h,5,223.7004353946189,3.3474742110530016e-232,True,***,17517,O,17519
ws_fourier_cos_2,3,330.36167027815816,1.1148860123349146e-208,True,***,17519,O,17519
ta_fourier_cos_2,3,330.36167027815816,1.1148860123349146e-208,True,***,17519,O,17519
wind_chill_fourier_cos_2,3,330.36167027815816,1.1148860123349146e-208,True,***,17519,O,17519
hm_fourier_cos_2,3,330.36167027815816,1.1148860123349146e-208,True,***,17519,O,17519
hm_fourier_sin_2,3,330.36167027812985,1.114886012378516e-208,True,***,17519,O,17519
ta_fourier_sin_2,3,330.36167027812985,1.114886012378516e-208,True,***,17519,O,17519
ws_fourier_sin_2,3,330.36167027812985,1.114886012378516e-208,True,***,17519,O,17519
wind_chill_fourier_sin_2,3,330.36167027812985,1.114886012378516e-208,True,***,17519,O,17519
si_lag_9h_mean,11,94.04438869894882,1.3992791215134184e-208,True,***,17510,O,17519
day_of_year_sin,12,80.38572634886935,2.1601821880623353e-193,True,***,17519,O,17519
hm_ta_interaction,12,78.01833695356963,1.329984139522405e-187,True,***,17519,O,17519
ta_humidity_interaction,12,78.01833695356963,1.329984139522405e-187,True,***,17519,O,17519
hm_lag_21h_mean,10,90.86430684454632,6.559856477101762e-184,True,***,17498,O,17519
hm_lag_18h_mean,10,84.06412753425286,5.6245206336946306e-170,True,***,17501,O,17519
ta_diff_12h,12,70.29198907302015,1.1737632245625e-168,True,***,17507,O,17519
hour_sin,10,83.00220442746618,8.392809856870386e-168,True,***,17519,O,17519
hour_cos,10,83.00220442746442,8.392809856946241e-168,True,***,17519,O,17519
hm,10,81.1847189403601,4.55752293191341e-164,True,***,17519,O,17519
hm_lag_15h_mean,10,76.84405649885095,3.8790359977738486e-155,True,***,17504,O,17519
hm_lag_12h_mean,12,61.077258371372395,5.666413985523109e-146,True,***,17507,O,17519
day_of_year_cos,3,217.6503320041693,1.2457603705186133e-138,True,***,17519,O,17519
hm_lag_3h_mean,4,163.97995443101684,4.720245018216323e-138,True,***,17516,O,17519
hm_lag_24h_mean,10,67.65177476950629,3.518899291266082e-136,True,***,17495,O,17519
ws_lag_18h_mean,10,64.77649486562952,3.0805528136989943e-130,True,***,17501,O,17519
hm_lag_6h_mean,6,102.93833698745733,7.043009665232599e-128,True,***,17513,O,17519
ws_lag_15h_mean,10,62.206381602787445,6.394685360238153e-125,True,***,17504,O,17519
ws_lag_21h_mean,10,61.11359709419167,1.1721670478415896e-122,True,***,17498,O,17519
ws_lag_3h_mean,12,42.39759591350219,9.871828724537334e-100,True,***,17516,O,17519
ws_lag_12h_mean,12,39.82297086170112,2.4437049944558033e-93,True,***,17507,O,17519
ws,12,37.96632359978655,9.972465058500533e-89,True,***,17519,O,17519
ws_lag_24h_mean,12,36.612479643140794,2.309722045188128e-85,True,***,17495,O,17519
ta_squared,5,78.32995027993304,1.5668917962663982e-81,True,***,17519,O,17519
ws_lag_6h_mean,11,34.792606238361046,2.0347176932895116e-74,True,***,17513,O,17519
dayofweek_cos,12,32.04287380049815,5.174335183960104e-74,True,***,17519,O,17519
hm_lag_9h_mean,12,31.589397676426724,6.927103901254761e-73,True,***,17510,O,17519
month_cos,2,155.8893559805382,7.829364872101315e-68,True,***,17519,O,17519
ta_cubed,6,46.395886328309736,1.0142908470224757e-56,True,***,17519,O,17519
ws_lag_9h_mean,1,212.39968896182904,7.84339114111872e-48,True,***,17510,O,17519
wind_temp_interaction,12,18.446814789508853,2.3343641322938855e-40,True,***,17519,O,17519
month_sin,2,47.550837418057554,2.5398375703544306e-21,True,***,17519,O,17519
wd_lag_21h_mean,2,33.567187864788096,2.8174813825510455e-15,True,***,17498,O,17519
wd,1,51.9568892677027,5.904347631858719e-13,True,***,17519,O,17519
wd_lag_18h_mean,12,6.301939682726939,2.9790653150999466e-11,True,***,17501,O,17519
wd_lag_12h_mean,2,23.461920333005,6.671965734273707e-11,True,***,17507,O,17519
dayofweek,11,6.496982375026643,6.792196473804393e-11,True,***,17519,O,17519
wd_lag_24h_mean,2,21.416879639687345,5.130263220805542e-10,True,***,17495,O,17519
wd_lag_9h_mean,3,14.779983001034319,1.3127082184539147e-09,True,***,17510,O,17519
ta_diff_24h,10,6.180619941018142,1.7170506387095945e-09,True,***,17495,O,17519
wd_lag_15h_mean,12,5.151453706489035,1.0918645385728156e-08,True,***,17504,O,17519
wd_lag_6h_mean,3,11.418511475076835,1.777613737534309e-07,True,***,17513,O,17519
day_of_year,2,13.123822235896881,2.0168033233836002e-06,True,***,17519,O,17519
rn_day,10,4.306482988630097,4.928739481390349e-06,True,***,17519,O,17519
month,2,12.001542533240512,6.185362190193655e-06,True,***,17519,O,17519
wd_lag_3h_mean,6,3.658228029455016,0.0012425360550068643,True,**,17516,O,17519
dayofweek_sin,10,2.508229670282233,0.00521428110375775,True,**,17519,O,17519
month_day_interaction,3,3.5980721170407937,0.012910223105268806,True,*,17519,O,17519
daily_temp_range,10,2.0478606785672904,0.02509719278789658,True,*,17519,O,17519
rn_hr1_lag_18h_mean,2,2.889578335184134,0.055626189578856663,False,,17501,O,17519
rn_hr1_lag_15h_mean,3,1.9010285168703853,0.12702619731121556,False,,17504,O,17519
rn_hr1_lag_6h_mean,2,1.6712410496315233,0.18804358235647634,False,,17513,O,17519
rn_hr1_lag_21h_mean,2,1.4419199526003865,0.23650141288646648,False,,17498,O,17519
daily_temp_range_diff,10,1.2557640242294352,0.24956589873493315,False,,17496,O,17519
rn_hr1_lag_9h_mean,2,1.2926685069072485,0.27456340875176966,False,,17510,O,17519
rn_hr1_lag_12h_mean,2,1.2572149211271506,0.28447081607461533,False,,17507,O,17519
rn_hr1_lag_24h_mean,2,1.2428371643414482,0.2885898373832934,False,,17495,O,17519
rn_hr1,2,1.204174973005147,0.2999641900025056,False,,17519,O,17519
rn_hr1_lag_3h_mean,2,0.7394352076790388,0.4773983688534146,False,,17516,O,17519
wind_chill_fourier_sin_3,1,0.1527957026989819,0.6958826284462115,False,,17519,O,17519
ta_fourier_sin_3,1,0.1527957026989819,0.6958826284462115,False,,17519,O,17519
hm_fourier_sin_3,1,0.1527957026989819,0.6958826284462115,False,,17519,O,17519
ws_fourier_sin_3,1,0.1527957026989819,0.6958826284462115,False,,17519,O,17519
ta_fourier_cos_3,2,0.2502499973505435,0.7786088936197759,False,,17519,O,17519
wind_chill_fourier_cos_3,2,0.2502499973505435,0.7786088936197759,False,,17519,O,17519
hm_fourier_cos_3,2,0.2502499973505435,0.7786088936197759,False,,17519,O,17519
ws_fourier_cos_3,2,0.2502499973505435,0.7786088936197759,False,,17519,O,17519
hm_fourier_cos_1,1,0.041227980967818524,0.8391008539086775,False,,17519,O,17519
ws_fourier_cos_1,1,0.041227980967818524,0.8391008539086775,False,,17519,O,17519
wind_chill_fourier_cos_1,1,0.041227980967818524,0.8391008539086775,False,,17519,O,17519
ta_fourier_cos_1,1,0.041227980967818524,0.8391008539086775,False,,17519,O,17519
wind_chill_fourier_sin_1,1,0.028852993952552055,0.8651208714348464,False,,17519,O,17519
ws_fourier_sin_1,1,0.028852993952552055,0.8651208714348464,False,,17519,O,17519
ta_fourier_sin_1,1,0.028852993952552055,0.8651208714348464,False,,17519,O,17519
hm_fourier_sin_1,1,0.028852993952552055,0.8651208714348464,False,,17519,O,17519
day_of_year_sin,12,142.21613690801107,0.0,True,***,17519,P,17519
HDD_20,2,1074.3930568652254,0.0,True,***,17519,P,17519
hm_ta_interaction,12,139.8899595379856,0.0,True,***,17519,P,17519
hour,9,336.9138281409707,0.0,True,***,17519,P,17519
hour_squared,9,303.85469404040447,0.0,True,***,17519,P,17519
HDD_18,2,1168.4532226511712,0.0,True,***,17519,P,17519
ta_humidity_interaction,12,139.8899595379856,0.0,True,***,17519,P,17519
ta_chi,4,423.3146250188063,0.0,True,***,17519,P,17519
ta_chi_lag_24h_mean,4,393.07886840129856,0.0,True,***,17495,P,17519
DCI,5,319.38211350415276,0.0,True,***,17519,P,17519
ta,5,304.06620101500295,3.6899835773e-313,True,***,17519,P,17519
ta_lag_24h_mean,4,374.79300629709405,3.21439431568883e-310,True,***,17495,P,17519
ta_chi_lag_21h_mean,6,251.7175530788974,6.7288979219315e-310,True,***,17498,P,17519
ta_chi_lag_18h_mean,12,124.81620580203426,1.1848506300430272e-300,True,***,17501,P,17519
ta_lag_12h_mean,4,353.4554144438877,3.8392877097406777e-293,True,***,17507,P,17519
ta_chi_lag_12h_mean,12,121.32966175483442,2.4532715611147797e-292,True,***,17507,P,17519
wind_chill,2,646.9281593828917,8.655877103144912e-272,True,***,17519,P,17519
wind_chill_lag_6h_mean,2,643.1362634099794,2.980688977130038e-270,True,***,17513,P,17519
ta_lag_6h_mean,2,640.6388555303892,3.053677803313263e-269,True,***,17513,P,17519
ta_lag_18h_mean,12,111.13112443021468,6.716084964872763e-268,True,***,17501,P,17519
ta_lag_21h_mean,6,215.15607738998318,6.365471629303548e-266,True,***,17498,P,17519
ta_lag_9h_mean,2,626.8696687481358,1.1547629249341923e-263,True,***,17510,P,17519
ta_chi_lag_6h_mean,2,624.6763147060575,8.91197616264873e-263,True,***,17513,P,17519
wind_chill_lag_9h_mean,2,621.153246009798,2.39809927283573e-261,True,***,17510,P,17519
ta_chi_lag_9h_mean,2,589.2122680964206,2.2617984388606714e-248,True,***,17510,P,17519
wind_chill_lag_12h_mean,2,584.203425487641,2.47985365354979e-246,True,***,17507,P,17519
wind_chill_lag_24h_mean,4,289.78981167818523,1.0500505747076244e-241,True,***,17495,P,17519
ta_chi_lag_15h_mean,12,99.62209155422896,3.7140770408264693e-240,True,***,17504,P,17519
wind_chill_lag_21h_mean,2,566.2460409161274,5.198993851308894e-239,True,***,17498,P,17519
wind_chill_lag_18h_mean,2,535.5805209828299,1.7516231937428914e-226,True,***,17501,P,17519
ta_lag_3h_mean,4,266.83502219400543,5.3018523349961665e-223,True,***,17516,P,17519
ta_chi_lag_3h_mean,4,263.397929341603,3.4198242335539405e-220,True,***,17516,P,17519
ta_diff_6h,11,93.2107685935562,1.0206374601792617e-206,True,***,17513,P,17519
ta_lag_15h_mean,12,85.62143341690724,3.6419389946438965e-206,True,***,17504,P,17519
wind_chill_lag_3h_mean,5,196.64374375468034,1.4404703297410194e-204,True,***,17516,P,17519
ta_lag_1h,6,164.1174066637267,1.0272088898195554e-203,True,***,17518,P,17519
dayofweek_cos,12,78.54938092548687,6.677032691061728e-189,True,***,17519,P,17519
wind_chill_lag_15h_mean,2,436.13171712817126,1.4466863337194098e-185,True,***,17504,P,17519
ta_lag_3h,5,173.87926609048966,3.600296530950271e-181,True,***,17516,P,17519
wind_chill_fourier_sin_2,2,410.1344642102675,8.444924346588423e-175,True,***,17519,P,17519
hm_fourier_sin_2,2,410.1344642102675,8.444924346588423e-175,True,***,17519,P,17519
ta_fourier_sin_2,2,410.1344642102675,8.444924346588423e-175,True,***,17519,P,17519
ws_fourier_sin_2,2,410.1344642102675,8.444924346588423e-175,True,***,17519,P,17519
wind_chill_fourier_cos_2,2,410.1344642102466,8.444924346751635e-175,True,***,17519,P,17519
hm_fourier_cos_2,2,410.1344642102466,8.444924346751635e-175,True,***,17519,P,17519
ta_fourier_cos_2,2,410.1344642102466,8.444924346751635e-175,True,***,17519,P,17519
ws_fourier_cos_2,2,410.1344642102466,8.444924346751635e-175,True,***,17519,P,17519
ta_lag_2h,6,134.95378878129122,9.873718224832553e-168,True,***,17517,P,17519
day_of_year_cos,12,67.15758150183557,5.916264545475476e-161,True,***,17519,P,17519
ta_cubed,12,55.90401954355155,3.364490038478224e-133,True,***,17519,P,17519
ta_squared,12,44.85543463334152,7.836833991528267e-106,True,***,17519,P,17519
hm_lag_18h_mean,11,41.85171141150672,1.5691832141000314e-90,True,***,17501,P,17519
hm,12,35.46963341431906,1.5894861804535903e-82,True,***,17519,P,17519
hm_lag_21h_mean,10,41.78364997661114,1.5982911067824688e-82,True,***,17498,P,17519
hm_lag_6h_mean,6,66.78558314650299,1.7995240147733742e-82,True,***,17513,P,17519
hm_lag_12h_mean,12,34.82480751295045,6.366750234825579e-81,True,***,17507,P,17519
hm_lag_24h_mean,11,37.0257601413541,1.627347819009101e-79,True,***,17495,P,17519
month_cos,2,173.022047392057,3.892825587834409e-75,True,***,17519,P,17519
hm_lag_15h_mean,12,31.056027007184806,1.4635159065682194e-71,True,***,17504,P,17519
wind_temp_interaction,12,28.921287337553665,2.9141035007901567e-66,True,***,17519,P,17519
hm_lag_3h_mean,4,70.28912891010773,3.7750868530544353e-59,True,***,17516,P,17519
wd,1,220.5160936165208,1.397819804909808e-49,True,***,17519,P,17519
ws_lag_21h_mean,11,22.899802851365937,2.5830150040545454e-47,True,***,17498,P,17519
ws_lag_3h_mean,1,209.23703460046846,3.7686846023262166e-47,True,***,17516,P,17519
wd_lag_12h_mean,1,208.9527449118387,4.34131634584893e-47,True,***,17507,P,17519
hm_lag_9h_mean,4,52.949415670319745,2.035401208443342e-44,True,***,17510,P,17519
wd_lag_21h_mean,2,96.95178074665198,1.3367660417339892e-42,True,***,17498,P,17519
ws_lag_18h_mean,12,18.435327664095553,2.492785447322739e-40,True,***,17501,P,17519
wd_lag_18h_mean,5,38.606639755244395,1.4655527239854967e-39,True,***,17501,P,17519
wd_lag_9h_mean,3,59.58944413047287,2.5479482966446e-38,True,***,17510,P,17519
wd_lag_6h_mean,6,30.867380604924964,4.240168702373232e-37,True,***,17513,P,17519
ws_lag_15h_mean,10,19.8964126955726,4.455033142825625e-37,True,***,17504,P,17519
wd_lag_24h_mean,1,146.5899613806989,1.3146881680021896e-33,True,***,17495,P,17519
rn_day,8,20.687250680048493,1.6236497004455567e-31,True,***,17519,P,17519
wd_lag_15h_mean,7,23.0650257628683,2.2442016600957796e-31,True,***,17504,P,17519
ta_diff_12h,12,14.02941662536984,1.4810863223162095e-29,True,***,17507,P,17519
ws_lag_12h_mean,12,13.71872438527089,8.413259004713681e-29,True,***,17507,P,17519
ws_lag_24h_mean,7,21.109899317551918,1.5953349558358293e-28,True,***,17495,P,17519
ws,10,15.336188795683372,1.0229988145695857e-27,True,***,17519,P,17519
month_sin,2,55.439526116722526,9.972930110472355e-25,True,***,17519,P,17519
ws_lag_9h_mean,1,93.2451412614053,5.242579832715173e-22,True,***,17510,P,17519
wd_lag_3h_mean,9,13.13551697424528,3.686842607494277e-21,True,***,17516,P,17519
ws_lag_6h_mean,6,14.25598666765873,2.810546330020111e-16,True,***,17513,P,17519
dayofweek,10,7.898410511514342,8.531104052683294e-13,True,***,17519,P,17519
month,2,15.04559096410734,2.9606725388241305e-07,True,***,17519,P,17519
day_of_year,2,14.462174805181503,5.300765301518528e-07,True,***,17519,P,17519
hour_cos,1,23.120104722438725,1.5345520048147526e-06,True,***,17519,P,17519
dayofweek_sin,10,4.575455308509548,1.6217559655040652e-06,True,***,17519,P,17519
ta_diff_24h,11,2.4726424329287724,0.004308638715876822,True,**,17495,P,17519
hour_sin,2,4.328050188498343,0.013207362056626202,True,*,17519,P,17519
rn_hr1_lag_12h_mean,2,3.98261564125208,0.01865372239976403,True,*,17507,P,17519
rn_hr1_lag_15h_mean,1,4.1642652533305915,0.04130029111258955,True,*,17504,P,17519
rn_hr1_lag_18h_mean,1,3.294126556563747,0.06954519133188283,False,,17501,P,17519
rn_hr1_lag_9h_mean,3,2.2137540050980498,0.08429465503487236,False,,17510,P,17519
month_day_interaction,2,2.322695313618455,0.09803925703084775,False,,17519,P,17519
daily_temp_range,12,1.4708908038541266,0.12684231816497046,False,,17519,P,17519
rn_hr1,2,1.8197453007076059,0.16209766912972415,False,,17519,P,17519
rn_hr1_lag_24h_mean,4,1.3366229392835594,0.25360330995344227,False,,17495,P,17519
rn_hr1_lag_6h_mean,2,1.3456303920453594,0.2604024478545782,False,,17513,P,17519
rn_hr1_lag_3h_mean,2,1.1961286731927054,0.30238719897143707,False,,17516,P,17519
daily_temp_range_diff,1,0.8339896106199265,0.3611340093974975,False,,17496,P,17519
rn_hr1_lag_21h_mean,2,0.7468001271005693,0.47389559590247654,False,,17498,P,17519
hm_fourier_sin_3,2,0.6720900309303967,0.5106533788535441,False,,17519,P,17519
wind_chill_fourier_sin_3,2,0.6720900309303967,0.5106533788535441,False,,17519,P,17519
ta_fourier_sin_3,2,0.6720900309303967,0.5106533788535441,False,,17519,P,17519
ws_fourier_sin_3,2,0.6720900309303967,0.5106533788535441,False,,17519,P,17519
ta_fourier_cos_3,2,0.6720900309280209,0.5106533788545373,False,,17519,P,17519
ws_fourier_cos_3,2,0.6720900309280209,0.5106533788545373,False,,17519,P,17519
hm_fourier_cos_3,2,0.6720900309280209,0.5106533788545373,False,,17519,P,17519
wind_chill_fourier_cos_3,2,0.6720900309280209,0.5106533788545373,False,,17519,P,17519
ta_fourier_cos_1,2,0.6334051671635421,0.5307934809621757,False,,17519,P,17519
ws_fourier_cos_1,2,0.6334051671635421,0.5307934809621757,False,,17519,P,17519
wind_chill_fourier_cos_1,2,0.6334051671635421,0.5307934809621757,False,,17519,P,17519
hm_fourier_cos_1,2,0.6334051671635421,0.5307934809621757,False,,17519,P,17519
ta_fourier_sin_1,2,0.6334051671492882,0.5307934809699156,False,,17519,P,17519
wind_chill_fourier_sin_1,2,0.6334051671492882,0.5307934809699156,False,,17519,P,17519
hm_fourier_sin_1,2,0.6334051671492882,0.5307934809699156,False,,17519,P,17519
ws_fourier_sin_1,2,0.6334051671492882,0.5307934809699156,False,,17519,P,17519
ta_diff_6h,9,183.3981415474931,0.0,True,***,17513,Q,17519
ta_lag_24h_mean,3,586.1384546820449,0.0,True,***,17495,Q,17519
HDD_20,2,1138.8771223577708,0.0,True,***,17519,Q,17519
ta_lag_6h_mean,2,953.3102353471137,0.0,True,***,17513,Q,17519
wind_chill_lag_21h_mean,2,943.9632769018289,0.0,True,***,17498,Q,17519
wind_chill,2,819.5277283935833,0.0,True,***,17519,Q,17519
ta_lag_3h_mean,4,414.9799148507226,0.0,True,***,17516,Q,17519
ta_lag_18h_mean,2,854.9514027660067,0.0,True,***,17501,Q,17519
si,10,162.32834252556447,0.0,True,***,17519,Q,17519
ta_lag_21h_mean,2,913.6981894774923,0.0,True,***,17498,Q,17519
hm_ta_interaction,11,147.85189108310064,0.0,True,***,17519,Q,17519
ta_chi_lag_3h_mean,4,398.4456540459869,0.0,True,***,17516,Q,17519
wind_chill_lag_18h_mean,2,895.1330439415556,0.0,True,***,17501,Q,17519
wind_chill_lag_6h_mean,2,928.5375871994559,0.0,True,***,17513,Q,17519
ta_chi_lag_6h_mean,2,958.0895339126913,0.0,True,***,17513,Q,17519
ta_chi_lag_24h_mean,3,569.1494121108276,0.0,True,***,17495,Q,17519
ta_chi_lag_21h_mean,2,969.680120968312,0.0,True,***,17498,Q,17519
hour_squared,10,161.91293049165557,0.0,True,***,17519,Q,17519
wind_chill_lag_3h_mean,5,330.3631341085173,0.0,True,***,17516,Q,17519
DCI,8,218.85044887202616,0.0,True,***,17519,Q,17519
ta,2,857.1399287450347,0.0,True,***,17519,Q,17519
wind_chill_lag_15h_mean,2,870.9326884035031,0.0,True,***,17504,Q,17519
si_lag_21h_mean,11,149.3124688577959,0.0,True,***,17498,Q,17519
ta_lag_9h_mean,2,959.6986400689099,0.0,True,***,17510,Q,17519
wind_chill_lag_12h_mean,2,946.7627492062333,0.0,True,***,17507,Q,17519
ta_lag_12h_mean,2,904.5941551503279,0.0,True,***,17507,Q,17519
ta_humidity_interaction,11,147.85189108310064,0.0,True,***,17519,Q,17519
ta_chi_lag_12h_mean,2,912.4003181154674,0.0,True,***,17507,Q,17519
wind_chill_lag_9h_mean,2,979.0627271422431,0.0,True,***,17510,Q,17519
ta_lag_1h,10,164.6151071815558,0.0,True,***,17518,Q,17519
ta_lag_3h,7,227.73386983673606,0.0,True,***,17516,Q,17519
HDD_18,2,1165.1936001151169,0.0,True,***,17519,Q,17519
ta_chi_lag_15h_mean,2,844.9796232249074,0.0,True,***,17504,Q,17519
ta_chi_lag_9h_mean,2,958.234481123695,0.0,True,***,17510,Q,17519
ta_chi,2,923.9465330753319,0.0,True,***,17519,Q,17519
wind_chill_lag_24h_mean,9,182.1454085368722,0.0,True,***,17495,Q,17519
ta_chi_lag_18h_mean,2,892.6316702776645,0.0,True,***,17501,Q,17519
hour,10,186.9978363138826,0.0,True,***,17519,Q,17519
ta_lag_15h_mean,2,816.067726826693,0.0,True,***,17504,Q,17519
si_lag_6h_mean,6,261.17998224696134,3.27e-321,True,***,17513,Q,17519
si_lag_3h_mean,1,1530.053545007921,6.33e-321,True,***,17516,Q,17519
si_lag_24h_mean,10,154.76997871795663,1.0416513243e-312,True,***,17495,Q,17519
ta_lag_2h,8,186.2723581476866,1.5607816139406518e-303,True,***,17517,Q,17519
si_lag_18h_mean,10,134.9853415691561,2.9261452218450216e-273,True,***,17501,Q,17519
si_lag_12h_mean,11,122.24130862062393,3.681019906216493e-271,True,***,17507,Q,17519
si_lag_9h_mean,11,121.82805004658555,2.9840922920644386e-270,True,***,17510,Q,17519
hm_fourier_sin_2,2,638.3351256237768,2.594473482660259e-268,True,***,17519,Q,17519
wind_chill_fourier_sin_2,2,638.3351256237768,2.594473482660259e-268,True,***,17519,Q,17519
ta_fourier_sin_2,2,638.3351256237768,2.594473482660259e-268,True,***,17519,Q,17519
ws_fourier_sin_2,2,638.3351256237768,2.594473482660259e-268,True,***,17519,Q,17519
wind_chill_fourier_cos_2,2,638.3351256236965,2.594473482855226e-268,True,***,17519,Q,17519
ws_fourier_cos_2,2,638.3351256236965,2.594473482855226e-268,True,***,17519,Q,17519
ta_fourier_cos_2,2,638.3351256236965,2.594473482855226e-268,True,***,17519,Q,17519
hm_fourier_cos_2,2,638.3351256236965,2.594473482855226e-268,True,***,17519,Q,17519
si_lag_15h_mean,11,117.2697708114249,3.426360298450038e-260,True,***,17504,Q,17519
ta_diff_12h,12,97.83700405033242,7.724713554572591e-236,True,***,17507,Q,17519
hour_sin,10,109.59094995449485,4.5178927751481243e-222,True,***,17519,Q,17519
hour_cos,10,109.59094995449347,4.51789277517586e-222,True,***,17519,Q,17519
day_of_year_cos,2,492.6225702424484,7.218802279857579e-209,True,***,17519,Q,17519
ws_lag_18h_mean,10,101.1686261777851,6.0631807109871425e-205,True,***,17501,Q,17519
ws_lag_21h_mean,10,98.26825631482808,4.942375233287054e-199,True,***,17498,Q,17519
ws_lag_15h_mean,11,87.41009152511018,1.0080945730312164e-193,True,***,17504,Q,17519
hm_lag_21h_mean,10,87.89159744679421,7.998009246586476e-178,True,***,17498,Q,17519
hm_lag_18h_mean,10,81.60559996214104,6.279611959560054e-165,True,***,17501,Q,17519
hm_lag_15h_mean,10,80.94189971795552,1.4484614854192907e-163,True,***,17504,Q,17519
ws_lag_3h_mean,1,735.7080435891926,9.652960875485117e-159,True,***,17516,Q,17519
hm,10,76.2473255948755,6.521110878591548e-154,True,***,17519,Q,17519
hm_lag_12h_mean,12,61.45313180610634,6.701475601699485e-147,True,***,17507,Q,17519
ws_lag_12h_mean,12,60.28947912017251,4.976820684834487e-144,True,***,17507,Q,17519
day_of_year_sin,12,60.04330888113601,2.0063614648247308e-143,True,***,17519,Q,17519
hm_lag_24h_mean,10,70.6685861074221,2.0783038893281628e-142,True,***,17495,Q,17519
ws,12,57.927271650336486,3.365829841258228e-138,True,***,17519,Q,17519
ws_lag_24h_mean,12,57.521394609292976,3.4159573727761005e-137,True,***,17495,Q,17519
hm_lag_6h_mean,6,109.30578634512484,7.819829465191646e-136,True,***,17513,Q,17519
hm_lag_3h_mean,6,103.5576537325854,1.1832731321412763e-128,True,***,17516,Q,17519
ws_lag_6h_mean,11,54.94020605521105,2.3410621501555855e-120,True,***,17513,Q,17519
month_cos,2,268.3524235809832,1.6079130540533337e-115,True,***,17519,Q,17519
dayofweek_cos,12,46.219849576307176,3.231558252767389e-109,True,***,17519,Q,17519
ta_squared,2,170.54058594821353,4.438272887603068e-74,True,***,17519,Q,17519
ws_lag_9h_mean,10,37.090842498552504,9.270158014329251e-73,True,***,17510,Q,17519
hm_lag_9h_mean,12,31.29892397641284,3.646959127005271e-72,True,***,17510,Q,17519
ta_cubed,10,35.9883422869411,1.8225202183742304e-70,True,***,17519,Q,17519
wind_temp_interaction,12,28.527773891180907,2.7611140557464525e-65,True,***,17519,Q,17519
wd_lag_24h_mean,1,213.29648486038343,5.0286477661060054e-48,True,***,17495,Q,17519
wd_lag_18h_mean,10,21.90072821061854,3.244588708715579e-41,True,***,17501,Q,17519
wd_lag_15h_mean,10,20.811199618948713,5.776931475127871e-39,True,***,17504,Q,17519
wd_lag_21h_mean,12,15.992818944702119,2.4265288622480714e-34,True,***,17498,Q,17519
wd,1,144.84833546592242,3.1350743038666776e-33,True,***,17519,Q,17519
wd_lag_12h_mean,12,15.38068156921533,7.586644065614096e-33,True,***,17507,Q,17519
month_sin,2,65.87823421964119,3.1371794111083836e-29,True,***,17519,Q,17519
wd_lag_3h_mean,6,18.762537159419466,6.961551609167051e-22,True,***,17516,Q,17519
rn_day,9,10.473220481085297,2.527696668070364e-16,True,***,17519,Q,17519
month,3,17.494125145681075,2.454755074770888e-11,True,***,17519,Q,17519
day_of_year,3,16.121707744712555,1.8385130662776033e-10,True,***,17519,Q,17519
wd_lag_9h_mean,1,40.4741417073029,2.0417718259488751e-10,True,***,17510,Q,17519
dayofweek,12,4.332560961701158,6.383391767132597e-07,True,***,17519,Q,17519
wd_lag_6h_mean,11,4.405302305129894,1.2094303038754494e-06,True,***,17513,Q,17519
daily_temp_range,2,6.650757951170178,0.001296310164252369,True,**,17519,Q,17519
dayofweek_sin,12,2.6246907691233226,0.0016654590671461044,True,**,17519,Q,17519
ta_diff_24h,10,2.363108932637883,0.008673925797861155,True,**,17495,Q,17519
rn_hr1_lag_9h_mean,2,4.1607000739491085,0.015612063963627658,True,*,17510,Q,17519
rn_hr1_lag_3h_mean,2,3.9016436777762284,0.02022624000266881,True,*,17516,Q,17519
rn_hr1_lag_6h_mean,2,3.1675213303679883,0.04213197438918125,True,*,17513,Q,17519
rn_hr1_lag_24h_mean,3,2.1852494252206056,0.08752978366059201,False,,17495,Q,17519
daily_temp_range_diff,1,2.0757745404965937,0.14967185182798964,False,,17496,Q,17519
